Expiry_DT,FirstSpend_DT,Block_Code,Block_Date,CIC_Status,Card_Status,AKPK_Status,Card_First_Emboss_Date,Card_Emboss_Date,Card_First_Activated_Date,Card_Activated_Date,CP_CL,CP_CL_Available,CA_CL,CA_CL_Available,CP_CL_Usage,CA_CL_Usage,CIF_ID,Account_No,Account_Agree_Sts,Virtual_Card_Flag,Wallet_Tier
20271215,20251017,,0,P,Active,Y,20251005,20251005,20251014,20251014,39500.0,27712.11,16375.19,13352.9,11787.89,3022.29,61176016,1000000000000329,A,N,Gold
20271115,20251220,,0,P,Dormant,N,20251126,20251126,0,0,49000.0,46981.42,22301.63,22301.63,2018.58,0.0,69552653,1000000000000330,N,N,Gold
20301115,20260726,,0,C,Active,Y,20260620,20260620,20260705,20260705,36500.0,32533.34,11999.98,5893.86,3966.66,6106.12,80516816,1000000000000331,N,N,Gold
20270415,20260604,,0,N,Active,Y,20260525,20260525,20260523,20260523,38500.0,38500.0,8317.86,3809.25,0.0,4508.61,17374681,1000000000000332,C,N,Platinum
20270215,20260105,,0,N,Active,N,20251228,20251228,20251226,20251226,30500.0,20843.47,6344.02,3163.51,9656.53,3180.51,39278399,1000000000000333,A,N,Gold
20290515,20260626,,0,C,Active,Y,20260528,20260528,20260601,20260601,35000.0,27069.54,17447.78,10792.96,7930.46,6654.82,84533976,1000000000000334,N,N,Gold
20300115,20260328,,0,C,Active,Y,20260225,20260225,20260302,20260302,42000.0,15498.16,13213.12,10273.07,26501.84,2940.05,72253751,1000000000000335,A,Y,Platinum
20290315,20260306,,0,N,Active,Y,20260206,20260206,20260214,20260214,56000.0,36801.53,18875.44,15584.22,19198.47,3291.22,45798991,1000000000000336,A,N,Gold
20280815,20250907,,0,N,Dormant,N,20250826,20250826,0,0,38000.0,36406.62,9007.08,9007.08,1593.38,0.0,61909143,1000000000000337,C,Y,Platinum
20270515,20251217,,0,N,Active,N,20251206,20251206,20251212,20251212,44000.0,34873.36,15153.5,8534.95,9126.64,6618.55,79861397,1000000000000338,N,N,Gold
20301015,20261025,,0,N,Dormant,Y,20260927,20260927,20261013,20261013,30000.0,29465.14,13959.72,13959.72,534.86,0.0,42666924,1000000000000339,C,N,Platinum
20270115,20260801,,0,C,Active,N,20260712,20260712,20260719,20260719,14000.0,6786.22,6530.98,4043.24,7213.78,2487.74,62644474,1000000000000340,A,N,Basic
20280515,20260807,,0,C,Dormant,Y,20260801,20260801,0,0,15500.0,14864.55,6803.86,6803.86,635.45,0.0,83103396,1000000000000341,A,N,Silver
20270115,20251218,,0,C,Dormant,N,20251124,20251124,0,0,39000.0,37433.81,19098.8,19098.8,1566.19,0.0,78728528,1000000000000342,C,N,Platinum
20280215,20260130,,0,C,Active,Y,20260109,20260109,20260115,20260115,35500.0,19996.49,7729.08,2843.9,15503.51,4885.18,62723273,1000000000000343,C,N,Platinum
20270115,20260317,,0,P,Active,Y,20260214,20260214,20260227,20260227,35500.0,31455.91,16734.62,13608.08,4044.09,3126.54,42744490,1000000000000344,A,Y,Gold
20291215,20251121,,0,C,Active,N,20251104,20251104,20251108,20251108,6500.0,1882.61,1582.52,540.06,4617.39,1042.46,71895093,1000000000000345,A,Y,Basic
20300915,20260717,,0,P,Active,Y,20260615,20260615,20260617,20260617,33500.0,21987.1,7967.3,4430.92,11512.9,3536.38,20087808,1000000000000346,N,Y,Platinum
20290715,20260106,,0,N,Active,Y,20251219,20251219,20260103,20260103,43000.0,24533.92,10370.57,5965.34,18466.08,4405.23,63566423,1000000000000347,A,N,Gold
20290415,20260413,,0,P,Active,Y,20260326,20260326,20260328,20260328,40000.0,29084.44,14819.0,3029.21,10915.56,11789.79,48501080,1000000000000348,A,N,Platinum
20310915,20260829,,0,N,Active,Y,20260727,20260727,20260802,20260802,37000.0,29629.48,8776.85,6473.52,7370.52,2303.33,27096116,1000000000000349,C,N,Gold
20280615,20260118,,0,C,Dormant,N,20251229,20251229,20260116,20260116,36500.0,34905.3,12187.75,12187.75,1594.7,0.0,79703656,1000000000000350,A,Y,Gold
20310515,20251216,,0,C,Active,N,20251206,20251206,20251204,20251204,29000.0,28474.94,5963.54,5084.13,525.06,879.41,84758440,1000000000000351,N,N,Gold
20300715,20251117,,0,P,Active,N,20251107,20251107,20251107,20251107,29000.0,18561.47,6266.87,3790.32,10438.53,2476.55,37061888,1000000000000352,A,N,Silver
20310615,20260810,,0,P,Active,Y,20260809,20260809,20260808,20260808,21500.0,21030.77,6560.7,2600.71,469.23,3959.99,57414455,1000000000000353,A,N,Silver
20280815,20260529,T,20260424,N,Blocked,Y,20260519,20260519,20260516,20260516,15000.0,11033.25,7213.04,7203.36,3966.75,9.68,29829822,1000000000000354,A,N,Silver
20270515,20260924,,0,P,Active,Y,20260905,20260905,20260919,20260919,52000.0,31394.96,25937.75,6762.02,20605.04,19175.73,22874023,1000000000000355,C,N,Platinum
20280115,20260424,,0,N,Dormant,N,20260413,20260413,0,0,32000.0,30983.19,14914.42,14914.42,1016.81,0.0,36566437,1000000000000356,N,N,Gold
20300415,20260524,,0,C,Active,Y,20260516,20260516,20260513,20260513,37500.0,35709.95,10623.61,3855.39,1790.05,6768.22,49954382,1000000000000357,A,N,Gold
20280115,20260702,,0,P,Dormant,Y,20260630,20260630,0,0,40000.0,38889.76,14618.77,14618.77,1110.24,0.0,70851317,1000000000000358,N,N,Gold
20291015,20260826,,0,N,Dormant,N,20260801,20260801,0,0,45500.0,43270.05,16498.28,16498.28,2229.95,0.0,55541542,1000000000000359,A,Y,Platinum
20290315,20260930,,0,C,Active,Y,20260915,20260915,20260909,20260909,47000.0,31416.28,19605.58,17553.52,15583.72,2052.06,12195460,1000000000000360,N,N,Platinum
20290515,20260113,,0,P,Active,Y,20251218,20251218,20251216,20251216,41000.0,37803.45,18717.46,5264.23,3196.55,13453.23,98388886,1000000000000361,N,N,Gold
20280415,20261021,L,20260507,P,Blocked,Y,20260920,20260920,20260930,20260930,43500.0,41761.9,12223.39,12223.39,1738.1,0.0,57978862,1000000000000362,A,N,Platinum
20290415,20251210,,0,N,Dormant,Y,20251119,20251119,0,0,35000.0,34972.93,12455.07,12455.07,27.07,0.0,79625715,1000000000000363,C,Y,Gold
20310915,20260516,,0,C,Dormant,Y,20260417,20260417,20260501,20260501,33500.0,32474.69,12775.48,12775.48,1025.31,0.0,22828128,1000000000000364,A,N,Platinum
20270415,20260623,,0,C,Dormant,N,20260608,20260608,0,0,34500.0,33489.31,16580.38,16580.38,1010.69,0.0,22330471,1000000000000365,A,N,Platinum
20290215,20260510,,0,P,Active,N,20260422,20260422,20260414,20260414,37000.0,26742.56,8638.99,2958.19,10257.44,5680.8,58180863,1000000000000366,N,N,Gold
20310315,20260516,,0,C,Active,Y,20260427,20260427,20260428,20260428,27000.0,20307.71,5883.51,2648.68,6692.29,3234.83,31727977,1000000000000367,N,Y,Basic
20270315,20260719,,0,C,Active,Y,20260712,20260712,20260710,20260710,41500.0,28179.96,19024.03,18770.32,13320.04,253.71,38022091,1000000000000368,A,N,Platinum
20271015,20260101,,0,C,Active,Y,20251216,20251216,20251218,20251218,28000.0,19177.52,9835.36,5928.07,8822.48,3907.29,92455201,1000000000000369,N,N,Basic
20300515,20260224,,0,P,Dormant,N,20260127,20260127,0,0,12000.0,11624.25,2877.12,2877.12,375.75,0.0,26283037,1000000000000370,A,N,Gold
20310715,20260709,,0,C,Dormant,Y,20260620,20260620,0,0,15000.0,14812.29,6141.74,6141.74,187.71,0.0,42797531,1000000000000371,N,N,Gold
20280815,20251017,C,20260715,P,Blocked,Y,20250927,20250927,20251001,20251001,40500.0,31006.07,14354.66,8713.68,9493.93,5640.98,33264613,1000000000000372,A,N,Platinum
20300615,20260802,,0,P,Dormant,Y,20260710,20260710,20260720,20260720,40500.0,39935.56,13652.25,13652.25,564.44,0.0,66179571,1000000000000373,A,Y,Platinum
20271215,20250922,,0,C,Active,N,20250916,20250916,20250909,20250909,29000.0,17477.92,9867.76,4068.85,11522.08,5798.91,40310459,1000000000000374,C,Y,Gold
20281215,20251113,,0,C,Active,Y,20251022,20251022,20251101,20251101,37500.0,14107.04,11300.18,6254.33,23392.96,5045.85,94737304,1000000000000375,A,Y,Gold
20280515,20260110,,0,N,Active,N,20251209,20251209,20251214,20251214,40000.0,25744.2,19151.13,13645.01,14255.8,5506.12,66250899,1000000000000376,A,N,Gold
20290315,20251208,,0,P,Dormant,N,20251130,20251130,0,0,26500.0,25636.91,9953.38,9953.38,863.09,0.0,10406906,1000000000000377,N,Y,Basic
20280515,20260502,,0,C,Active,N,20260429,20260429,20260430,20260430,23500.0,12999.37,6762.12,3788.34,10500.63,2973.78,40930568,1000000000000378,N,N,Gold
20311015,20260807,,0,P,Active,N,20260730,20260730,20260731,20260731,37500.0,23086.51,17065.7,6214.34,14413.49,10851.36,97322542,1000000000000379,C,N,Platinum
20290715,20260428,,0,C,Active,N,20260331,20260331,20260409,20260409,51500.0,26743.82,12219.07,2706.32,24756.18,9512.75,97614538,1000000000000380,N,N,Gold
20291015,20251211,,0,N,Dormant,Y,20251114,20251114,0,0,37000.0,36245.3,11970.62,11970.62,754.7,0.0,29068207,1000000000000381,A,N,Platinum
20300215,20251017,,0,P,Active,N,20251006,20251006,20251010,20251010,13000.0,8581.53,4641.72,3784.79,4418.47,856.93,37448319,1000000000000382,A,Y,Silver
20300115,20260121,,0,C,Active,Y,20260107,20260107,20260104,20260104,5500.0,4400.59,1575.44,863.39,1099.41,712.05,80166551,1000000000000383,A,N,Silver
20271115,20260203,,0,N,Active,Y,20260109,20260109,20260111,20260111,35000.0,28318.3,9878.16,2600.46,6681.7,7277.7,89509411,1000000000000384,C,N,Gold
20270515,20260327,,0,N,Active,Y,20260326,20260326,20260320,20260320,26500.0,13410.75,7699.24,2199.16,13089.25,5500.08,99019649,1000000000000385,N,N,Silver
20310615,20260522,,0,N,Active,N,20260501,20260501,20260506,20260506,18000.0,5969.43,8199.39,2891.29,12030.57,5308.1,39670530,1000000000000386,C,Y,Gold
20280615,20260516,,0,N,Dormant,Y,20260418,20260418,0,0,4500.0,4366.3,1304.58,1304.58,133.7,0.0,73791320,1000000000000387,A,N,Basic
20311215,20260224,,0,C,Dormant,Y,20260211,20260211,0,0,22000.0,21306.36,5172.03,5172.03,693.64,0.0,71970673,1000000000000388,N,N,Gold
20290615,20260513,,0,N,Active,N,20260424,20260424,20260421,20260421,22000.0,17181.66,9042.93,2212.29,4818.34,6830.64,35573950,1000000000000389,N,N,Platinum
20301015,20260531,,0,N,Active,Y,20260530,20260530,20260526,20260526,34000.0,26846.93,16674.02,5110.93,7153.07,11563.09,84252324,1000000000000390,C,Y,Platinum
20271115,20260917,,0,C,Dormant,Y,20260820,20260820,0,0,42500.0,41045.56,18075.73,18075.73,1454.44,0.0,63073432,1000000000000391,N,N,Platinum
20290315,20260801,,0,P,Dormant,Y,20260702,20260702,0,0,45500.0,43848.59,20410.39,20410.39,1651.41,0.0,34136369,1000000000000392,A,N,Gold
20270915,20260504,L,20260517,P,Blocked,Y,20260402,20260402,20260419,20260419,24000.0,15854.79,11909.9,3076.26,8145.21,8833.64,55637492,1000000000000393,N,N,Basic
20270815,20260104,,0,N,Active,Y,20251214,20251214,20251215,20251215,44000.0,37826.49,21313.17,4561.62,6173.51,16751.55,88240769,1000000000000394,C,N,Gold
20300815,20260720,,0,C,Active,Y,20260624,20260624,20260702,20260702,43000.0,35728.65,17724.35,4561.8,7271.35,13162.55,55252462,1000000000000395,A,N,Platinum
20311115,20251009,,0,C,Dormant,N,20250914,20250914,0,0,19000.0,18838.75,5204.1,5204.1,161.25,0.0,78770890,1000000000000396,N,N,Platinum
20310615,20260904,,0,N,Active,Y,20260815,20260815,20260821,20260821,24000.0,17793.77,11234.77,8110.13,6206.23,3124.64,23082350,1000000000000397,A,N,Gold
20271115,20260501,,0,N,Active,Y,20260408,20260408,20260417,20260417,42000.0,21697.88,9772.73,6113.32,20302.12,3659.41,54220000,1000000000000398,N,Y,Platinum
20290215,20260420,,0,P,Dormant,N,20260321,20260321,0,0,47000.0,44989.8,21796.2,21796.2,2010.2,0.0,44086060,1000000000000399,N,N,Platinum
20290915,20251025,,0,C,Dormant,N,20251015,20251015,0,0,31000.0,30386.49,9488.75,9488.75,613.51,0.0,50199913,1000000000000400,N,Y,Platinum
20310215,20260309,,0,P,Active,Y,20260203,20260203,20260207,20260207,30500.0,11976.69,7494.31,7230.83,18523.31,263.48,66269520,1000000000000401,C,Y,Gold
20291115,20260203,,0,P,Active,N,20260121,20260121,20260122,20260122,30500.0,22148.4,11820.73,9854.72,8351.6,1966.01,12670558,1000000000000402,N,N,Gold
20270815,20250906,,0,C,Active,Y,20250901,20250901,20250902,20250902,42500.0,33416.11,13253.11,8883.01,9083.89,4370.1,52265790,1000000000000403,C,N,Gold
20280615,20260407,,0,N,Dormant,N,20260309,20260309,20260320,20260320,40000.0,39547.63,8254.33,8254.33,452.37,0.0,48137561,1000000000000404,N,N,Gold
20270215,20260331,,0,N,Active,Y,20260301,20260301,20260301,20260301,46500.0,30244.69,13550.24,7133.84,16255.31,6416.4,63882408,1000000000000405,C,N,Gold
20271015,20260326,,0,N,Dormant,N,20260302,20260302,0,0,41000.0,39303.66,16764.43,16764.43,1696.34,0.0,26550554,1000000000000406,A,N,Platinum
20300815,20251028,,0,N,Dormant,N,20250930,20250930,20251003,20251003,35500.0,35013.95,15755.71,15755.71,486.05,0.0,31458327,1000000000000407,C,N,Platinum
20300515,20260726,,0,C,Dormant,Y,20260630,20260630,0,0,22000.0,21005.95,5353.04,5353.04,994.05,0.0,83242696,1000000000000408,A,Y,Basic
20300415,20251117,,0,N,Active,N,20251106,20251106,20251110,20251110,39000.0,30670.08,17648.2,15723.1,8329.92,1925.1,15491199,1000000000000409,A,Y,Platinum
20310115,20251106,L,20260623,C,Blocked,N,20251017,20251017,0,0,50000.0,48428.71,21809.28,21809.28,1571.29,0.0,57473757,1000000000000410,C,N,Platinum
20281115,20251227,,0,N,Dormant,Y,20251124,20251124,20251208,20251208,38500.0,38012.31,10402.85,10402.85,487.69,0.0,85433047,1000000000000411,N,N,Gold
20270715,20251217,,0,N,Dormant,N,20251211,20251211,0,0,43500.0,43459.53,9527.64,9527.64,40.47,0.0,79891321,1000000000000412,A,N,Platinum
20311015,20261019,,0,C,Active,N,20260929,20260929,20261008,20261008,56500.0,50850.45,17449.87,9526.77,5649.55,7923.1,72665203,1000000000000413,N,N,Platinum
20310815,20260116,,0,N,Active,Y,20251223,20251223,20251217,20251217,23500.0,19338.42,11479.11,7918.05,4161.58,3561.06,25203340,1000000000000414,N,N,Silver
20281215,20260210,,0,C,Active,Y,20260128,20260128,20260127,20260127,32000.0,23281.71,14470.25,12029.65,8718.29,2440.6,62248036,1000000000000415,N,Y,Platinum
20291215,20260610,,0,N,Dormant,N,20260609,20260609,0,0,39000.0,38088.48,18808.68,18808.68,911.52,0.0,57303591,1000000000000416,A,N,Gold
20280815,20260223,,0,N,Active,N,20260204,20260204,20260217,20260217,11500.0,6396.59,5598.43,3756.66,5103.41,1841.77,77259613,1000000000000417,N,Y,Silver
20290715,20251026,,0,N,Active,Y,20251009,20251009,20251010,20251010,38500.0,29579.21,18188.61,6768.94,8920.79,11419.67,36726532,1000000000000418,C,N,Gold
20290815,20251115,,0,P,Active,N,20251008,20251008,20251017,20251017,39000.0,28036.87,15149.23,11992.14,10963.13,3157.09,86670571,1000000000000419,C,Y,Gold
20270715,20261012,,0,C,Active,N,20260915,20260915,20260919,20260919,33000.0,32641.21,10215.09,4305.81,358.79,5909.28,91117376,1000000000000420,C,N,Platinum
20310915,20260222,,0,N,Active,Y,20260118,20260118,20260203,20260203,27000.0,5296.5,8548.46,1766.32,21703.5,6782.14,72336444,1000000000000421,A,N,Basic
20290615,20260831,,0,P,Active,N,20260729,20260729,20260806,20260806,30000.0,23661.07,14269.56,6732.09,6338.93,7537.47,27511429,1000000000000422,N,Y,Gold
20270315,20260607,,0,P,Dormant,N,20260605,20260605,0,0,8000.0,7639.46,3233.04,3233.04,360.54,0.0,82353670,1000000000000423,A,N,Basic
20300415,20260614,,0,N,Dormant,Y,20260609,20260609,0,0,32000.0,31592.56,11108.97,11108.97,407.44,0.0,76992183,1000000000000424,C,N,Gold
20300415,20251220,,0,N,Dormant,Y,20251211,20251211,0,0,55000.0,54579.77,24343.75,24343.75,420.23,0.0,84621602,1000000000000425,A,Y,Gold
20290815,20260328,,0,P,Dormant,Y,20260326,20260326,0,0,24000.0,22997.22,5280.47,5280.47,1002.78,0.0,21041247,1000000000000426,C,N,Gold
20291215,20260505,,0,N,Active,N,20260331,20260331,20260417,20260417,30500.0,26162.26,9435.29,4527.18,4337.74,4908.11,26730079,1000000000000427,N,Y,Gold
20291115,20260709,,0,C,Active,N,20260627,20260627,20260704,20260704,48000.0,36744.79,15219.63,9858.83,11255.21,5360.8,75630349,1000000000000428,N,Y,Platinum
20281115,20250925,,0,N,Active,N,20250906,20250906,20250902,20250902,55500.0,41355.27,15913.28,3248.21,14144.73,12665.07,53826571,1000000000000429,C,Y,Gold
20280315,20261023,,0,N,Active,Y,20260915,20260915,20260926,20260926,54500.0,54500.0,12353.04,11727.19,0.0,625.85,95771994,1000000000000430,C,Y,Platinum
20280915,20251122,,0,P,Active,N,20251025,20251025,20251107,20251107,36000.0,18993.37,9428.43,5235.97,17006.63,4192.46,30929060,1000000000000431,C,N,Platinum
20280715,20260506,,0,C,Active,N,20260407,20260407,20260416,20260416,42000.0,34626.51,9834.67,7721.9,7373.49,2112.77,55464764,1000000000000432,A,Y,Gold
20280115,20251130,,0,P,Dormant,Y,20251117,20251117,0,0,48000.0,46450.12,17109.84,17109.84,1549.88,0.0,60676241,1000000000000433,A,N,Platinum
20290615,20260418,,0,C,Active,N,20260328,20260328,20260329,20260329,11500.0,8234.47,4483.19,3117.5,3265.53,1365.69,65380076,1000000000000434,A,Y,Gold
20311115,20251021,T,20260327,C,Blocked,Y,20250923,20250923,20251006,20251006,40500.0,38932.96,16640.07,9443.13,1567.04,7196.94,58616740,1000000000000435,N,N,Platinum
20310615,20250930,,0,C,Dormant,Y,20250916,20250916,0,0,44500.0,43709.99,9787.49,9787.49,790.01,0.0,63603995,1000000000000436,C,N,Platinum
20300915,20251103,,0,P,Active,Y,20251028,20251028,20251029,20251029,43500.0,22871.84,11427.55,4420.03,20628.16,7007.52,30625229,1000000000000437,N,Y,Basic
20290815,20260123,,0,N,Dormant,Y,20260107,20260107,0,0,28000.0,27325.16,12497.53,12497.53,674.84,0.0,46281375,1000000000000438,C,N,Basic
20290715,20251009,,0,N,Active,Y,20251004,20251004,20250927,20250927,35000.0,29824.48,11575.89,4912.54,5175.52,6663.35,60443793,1000000000000439,N,Y,Gold
20290815,20260724,,0,P,Dormant,Y,20260713,20260713,0,0,48500.0,46674.81,19428.64,19428.64,1825.19,0.0,73318176,1000000000000440,C,N,Platinum
20291215,20251221,,0,N,Active,N,20251125,20251125,20251128,20251128,34500.0,22768.69,7563.02,5470.32,11731.31,2092.7,33288072,1000000000000441,A,Y,Platinum
20310415,20260518,,0,P,Active,Y,20260423,20260423,20260419,20260419,42000.0,20335.66,10238.09,7118.57,21664.34,3119.52,31281703,1000000000000442,N,N,Platinum
20290215,20251125,,0,P,Dormant,Y,20251026,20251026,0,0,38000.0,37973.26,17214.73,17214.73,26.74,0.0,13537149,1000000000000443,A,N,Gold
20311215,20251218,,0,P,Dormant,N,20251203,20251203,0,0,24000.0,23997.62,6029.67,6029.67,2.38,0.0,81398863,1000000000000444,N,N,Gold
20300315,20251011,,0,P,Dormant,N,20250924,20250924,0,0,38500.0,38179.07,11380.99,11380.99,320.93,0.0,16241172,1000000000000445,C,N,Gold
20290615,20250903,,0,C,Active,Y,20250816,20250816,20250814,20250814,16000.0,15450.22,7916.04,5910.45,549.78,2005.59,70454821,1000000000000446,A,Y,Platinum
20290815,20260724,,0,P,Active,N,20260628,20260628,20260627,20260627,34500.0,16216.44,7549.19,4138.99,18283.56,3410.2,16310272,1000000000000447,N,N,Gold
20280115,20260422,,0,C,Active,Y,20260325,20260325,20260404,20260404,57000.0,47959.47,23230.98,5851.78,9040.53,17379.2,54795481,1000000000000448,A,N,Platinum
20280515,20260415,,0,N,Dormant,N,20260318,20260318,0,0,32000.0,30436.16,8231.66,8231.66,1563.84,0.0,65456043,1000000000000449,C,N,Platinum
20310615,20251207,C,20260822,P,Blocked,N,20251129,20251129,0,0,44500.0,43552.73,13574.22,13574.22,947.27,0.0,27878463,1000000000000450,N,N,Gold
20270215,20260816,,0,C,Dormant,N,20260717,20260717,0,0,30000.0,29011.09,12129.15,12129.15,988.91,0.0,68008368,1000000000000451,C,N,Gold
20281215,20260703,,0,P,Dormant,N,20260605,20260605,0,0,8000.0,7737.32,2208.87,2208.87,262.68,0.0,49565649,1000000000000452,N,N,Basic
20270115,20260223,,0,C,Dormant,Y,20260205,20260205,0,0,38000.0,37070.92,8186.39,8186.39,929.08,0.0,29020912,1000000000000453,C,N,Platinum
20310615,20251212,,0,N,Dormant,Y,20251112,20251112,0,0,39000.0,38485.33,8898.6,8898.6,514.67,0.0,18606206,1000000000000454,A,N,Gold
20281215,20251007,,0,C,Active,Y,20250915,20250915,20250928,20250928,39000.0,30185.49,18258.16,12973.01,8814.51,5285.15,99295379,1000000000000455,A,Y,Gold
20290915,20260905,,0,P,Dormant,N,20260904,20260904,0,0,45000.0,42937.2,11078.38,11078.38,2062.8,0.0,47276960,1000000000000456,C,N,Gold
20281115,20250923,,0,C,Dormant,N,20250912,20250912,0,0,33500.0,32290.82,9804.7,9804.7,1209.18,0.0,78308735,1000000000000457,N,Y,Gold
20280315,20260524,,0,N,Dormant,N,20260504,20260504,0,0,30500.0,29396.72,13687.09,13687.09,1103.28,0.0,99182706,1000000000000458,N,N,Platinum
20290915,20250929,,0,C,Active,Y,20250906,20250906,20250907,20250907,54500.0,44932.33,18017.09,16232.83,9567.67,1784.26,98276697,1000000000000459,A,N,Platinum
20270215,20260125,,0,N,Active,N,20260103,20260103,20260118,20260118,28500.0,20755.84,14140.1,5583.5,7744.16,8556.6,94858086,1000000000000460,N,Y,Silver
20281215,20260408,,0,C,Active,N,20260315,20260315,20260328,20260328,49000.0,33501.96,17966.76,5047.27,15498.04,12919.49,28902357,1000000000000461,C,N,Platinum
20290315,20260611,,0,N,Active,N,20260517,20260517,20260516,20260516,45500.0,35655.9,21029.69,15259.43,9844.1,5770.26,26002695,1000000000000462,C,N,Platinum
20270515,20251119,,0,P,Dormant,Y,20251117,20251117,0,0,33000.0,31975.84,15374.89,15374.89,1024.16,0.0,94535600,1000000000000463,N,Y,Gold
20301015,20251221,,0,N,Active,N,20251201,20251201,20251202,20251202,40000.0,19228.64,14200.68,4144.01,20771.36,10056.67,72872905,1000000000000464,N,N,Platinum
20280915,20250910,,0,N,Active,N,20250821,20250821,20250827,20250827,11500.0,7061.28,3244.7,2279.14,4438.72,965.56,65768929,1000000000000465,N,N,Platinum
20310815,20250913,,0,N,Active,Y,20250829,20250829,20250909,20250909,57500.0,57500.0,22157.12,9679.4,0.0,12477.72,22571942,1000000000000466,C,N,Platinum
20300515,20260226,,0,C,Active,N,20260123,20260123,20260131,20260131,35500.0,24415.21,13698.71,10862.84,11084.79,2835.87,33265233,1000000000000467,C,N,Platinum
20281115,20251125,,0,P,Dormant,Y,20251030,20251030,0,0,39500.0,38562.21,16946.31,16946.31,937.79,0.0,97581747,1000000000000468,A,Y,Gold
20300315,20260201,,0,P,Active,Y,20260101,20260101,20260105,20260105,29000.0,20110.31,8145.05,2058.15,8889.69,6086.9,59137176,1000000000000469,A,N,Gold
20300815,20260905,,0,N,Active,N,20260911,20260911,20260904,20260904,36500.0,20896.38,7870.89,3811.01,15603.62,4059.88,75727209,1000000000000470,C,Y,Platinum
20280115,20260527,,0,C,Active,Y,20260512,20260512,20260514,20260514,34500.0,24426.78,12503.9,10682.05,10073.22,1821.85,22863109,1000000000000471,A,N,Gold
20270315,20260110,,0,C,Dormant,N,20260102,20260102,0,0,40500.0,38503.6,18455.92,18455.92,1996.4,0.0,87023282,1000000000000472,A,N,Gold
20311215,20251212,,0,N,Active,N,20251206,20251206,20251208,20251208,23500.0,7219.81,8986.9,4762.53,16280.19,4224.37,15700938,1000000000000473,N,Y,Basic
20280515,20260724,,0,P,Active,Y,20260624,20260624,20260626,20260626,34000.0,22228.19,11592.51,9598.15,11771.81,1994.36,75248523,1000000000000474,A,Y,Gold
20301115,20260322,,0,N,Dormant,N,20260305,20260305,0,0,27000.0,26000.34,10029.78,10029.78,999.66,0.0,51294087,1000000000000475,A,N,Platinum
20281115,20260510,L,20260717,N,Blocked,N,20260428,20260428,20260422,20260422,36500.0,34862.15,18150.87,18150.87,1637.85,0.0,12681552,1000000000000476,N,Y,Basic
20281015,20251009,,0,N,Dormant,N,20250913,20250913,20250913,20250913,51000.0,49425.49,17703.81,17703.81,1574.51,0.0,60992202,1000000000000477,A,N,Gold
20270615,20260201,,0,P,Dormant,Y,20260103,20260103,0,0,43500.0,43397.09,10142.47,10142.47,102.91,0.0,40581366,1000000000000478,C,Y,Platinum
20311015,20251102,,0,P,Active,N,20251005,20251005,20251018,20251018,38500.0,33189.11,15890.68,10883.7,5310.89,5006.98,66455962,1000000000000479,C,N,Gold
20311115,20250821,,0,C,Dormant,N,20250820,20250820,0,0,37000.0,36375.57,15151.71,15151.71,624.43,0.0,24406372,1000000000000480,C,N,Platinum
20300915,20251112,,0,N,Active,Y,20251007,20251007,20251016,20251016,43000.0,31241.49,20267.54,7091.09,11758.51,13176.45,49569133,1000000000000481,C,N,Platinum
20300715,20250928,,0,P,Active,N,20250827,20250827,20250907,20250907,44000.0,40024.9,21334.62,18617.06,3975.1,2717.56,16224977,1000000000000482,C,Y,Platinum
20270815,20260903,,0,P,Active,N,20260807,20260807,20260811,20260811,35000.0,33298.86,17354.82,9462.99,1701.14,7891.83,65186005,1000000000000483,N,N,Gold
20301215,20251226,,0,P,Dormant,Y,20251208,20251208,0,0,21500.0,21009.63,4656.12,4656.12,490.37,0.0,68800797,1000000000000484,A,N,Silver
20270215,20260814,,0,P,Dormant,N,20260724,20260724,20260726,20260726,34000.0,33237.46,15372.81,15372.81,762.54,0.0,96672678,1000000000000485,N,N,Gold
20280915,20251002,,0,N,Active,N,20250831,20250831,20250905,20250905,36000.0,30866.75,8494.83,7289.96,5133.25,1204.87,45499094,1000000000000486,A,N,Gold
20290415,20260514,,0,N,Dormant,Y,20260419,20260419,0,0,32500.0,31267.81,9650.22,9650.22,1232.19,0.0,21681090,1000000000000487,N,Y,Platinum
20300415,20260117,L,20260615,C,Blocked,N,20251230,20251230,0,0,27000.0,26026.59,8774.62,8774.62,973.41,0.0,89118492,1000000000000488,A,Y,Gold
20310215,20260529,,0,N,Active,N,20260526,20260526,20260522,20260522,42000.0,26738.93,17171.79,12452.78,15261.07,4719.01,95456010,1000000000000489,C,Y,Gold
20310415,20260531,,0,C,Active,Y,20260420,20260420,20260503,20260503,13500.0,7020.74,5868.4,3770.16,6479.26,2098.24,46906305,1000000000000490,C,N,Silver
20281015,20260502,,0,C,Active,Y,20260423,20260423,20260501,20260501,40500.0,40500.0,8173.5,5722.59,0.0,2450.91,22146359,1000000000000491,C,N,Platinum
20280815,20260110,T,20260318,C,Blocked,N,20251219,20251219,20251225,20251225,36000.0,27629.41,11310.76,9270.42,8370.59,2040.34,22628163,1000000000000492,N,Y,Platinum
20280815,20260501,,0,N,Active,N,20260408,20260408,20260423,20260423,29500.0,23190.82,10360.04,3586.77,6309.18,6773.27,91298909,1000000000000493,C,N,Platinum
