Rcd_DT,Account_No,Appl_ID,ApplSts_ID,CIF_ID,CardTyp_ID,CardBrand_ID,CardApplTyp_ID,ApplChnnl_ID,Reject_ID,Decline_ID,Agent_ID,ScoreDecision_ID,ScoreRank_ID,SysRcmmd_ID,Gender,Age,Race,Nationality,MaritalSts,Academic,YrStay,HomeOwn,Occupation,NOB,YrJob,NetIncome,GrossIncome,AnnualIncome,AnnualIncomeTotLmt,CurrRepay,NewRepay,RcmmdIntrst,NDI,CurrDSR,NewDSR,PaySlipTyp_ID,CardActivate_FG,EmergencyCont_FG,CardActivate_DT,Judge_DT,Appl_DT,B_Limit,B_CrLimit,B_CashAdvLimit,B_NonBankCommitment,CIFState_ID,Biometric_FG,FinalDecline_ID,Final_Score,Final_Score_Type,Final_ScoreDesc,ApplyCardBiz_ID,ProposedCardBiz_ID
9/2/2026,1000000000000449,25568868171,Approve,65456043,Gold,Visa,S,R2,0,0,0,A,D,A,F,63,Chinese,MAL,MARRIED,SPM,11,RENTING,Administrator,Retail Trade,30,24410,29484,353813,353813,19,24,12,5309,18,25,2,N,Y,0,20260315,20260304,40231.66,32000,8231.66,1803.41,Pahang,0,0,640,3,Good,PL,MG
9/2/2026,1000000000000450,29740972427,Approve,27878463,Platinum,Visa,P,O5,0,0,1,A,B, ,F,31,Malay,MAL,MARRIED,Diploma,3,MORTGAGE,Lecturer,Food & Beverage,4,19628,25364,304368,304368,14,17,14.3,5636,17,20,1,N,Y,0,20251127,20251105,58074.22,44500,13574.22,144.09,Perak,1,0,756,4,Good,IN,BC
9/2/2026,1000000000000451,26682359068,Approve,68008368,Platinum,Master,P,R1,0,0,88,A,H,N,M,41,Chinese,MAL,MARRIED,Diploma,8,MORTGAGE,Factory Worker,Oil & Gas,9,14850,19661,235938,235938,16,27,14.35,6840,13,24,3,N,Y,0,20260715,20260708,42129.15,30000,12129.15,1127.24,Kuala Lumpur,Y,0,757,2,Fair,GD,BC
9/2/2026,1000000000000452,26264626657,Approve,49565649,Classic,Master,S,T2,0,0,0,A,H,D,M,48,Chinese,MAL,MARRIED,SPM,1,MORTGAGE,Lecturer,Agriculture,9,6090,7752,93027,93027,50,62,3.43,3371,65,68,3,N,N,0,20260529,20260509,10208.87,8000,2208.87,129.37,Sabah,0,0,398,4,Low,BC,IN
9/2/2026,1000000000000453,29469075802,Approve,29020912,Platinum,Visa,S,U1,0,0,0,A,H,A,F,48,Malay,MAL,MARRIED,Bachelor Degree,1,EMPLOYER PROVIDED,Civil Servant,Financial Services,13,24335,31178,374136,374136,13,24,11.92,4895,10,18,1,N,N,0,20260202,20260109,46186.39,38000,8186.39,238.98,Kuala Lumpur,0,0,771,4,Low,GD,GD
9/2/2026,1000000000000454,29389474988,Approve,18606206,Gold,Visa,S,O1,0,0,0,A,B,D,F,64,Malay,MAL,WIDOWED,SPM,21,RENTING,Clerk,Manufacturing,30,24079,29314,351768,351768,14,26,14.2,2846,13,23,1,N,N,0,20251111,20251026,47898.6,39000,8898.6,54.97,Johor,0,0,660,1,Good,C2,GD
9/2/2026,1000000000000455,21431477818,Approve,99295379,Platinum,Visa,P,R5,0,0,1,A,-, ,M,26,Chinese,MAL,MARRIED,SPM,6,OWNED,Teacher,Wholesale,2,22288,27026,324317,324317,13,20,8.77,573,19,23,1,Y,N,20250928,20250913,20250814,57258.16,39000,18258.16,886.2,Sarawak,N,0,754,4,Excellent,CL,PL
9/2/2026,1000000000000456,23465370884,Approve,47276960,Platinum,Visa,S,B2,0,0,0,A,D, ,F,52,Others,MAL,DIVORCED,SPM,4,FAMILY OWNED,Technician,Professional Services,25,20768,27587,331051,331051,11,18,8.39,7866,14,18,1,N,Y,0,20260826,20260824,56078.38,45000,11078.38,123.96,Sabah,Y,0,794,1,Low,V3,C2
9/2/2026,1000000000000457,21320471033,Approve,78308735,Platinum,Master,P,R2,0,0,88,A,D, ,F,45,Malay,MAL,SINGLE,Master Degree,0,OWNED,Chef,Financial Services,20,8531,10492,125907,125907,17,24,0.31,6912,12,21,3,N,Y,0,20250908,20250903,43304.7,33500,9804.7,1252.67,Selangor,Y,0,813,4,Good,BC,MG
9/2/2026,1000000000000458,29805183614,Approve,99182706,Gold,Master,S,O5,0,0,94850000,A,B,A,F,41,Malay,MAL,MARRIED,STPM,2,FAMILY OWNED,Teacher,Construction,13,11805,15739,188872,188872,19,24,10.21,7556,17,22,3,N,Y,0,20260424,20260325,44187.09,30500,13687.09,1190.81,Kedah,1,0,763,1,Good,BC,PL
9/2/2026,1000000000000459,24330327577,Approve,98276697,Platinum,Master,P,R1,0,0,94850000,A,A, ,M,53,Chinese,MAL,MARRIED,SPM,26,OWNED,Accountant,Food & Beverage,9,22740,28406,340874,340874,18,30,7.58,1830,20,27,2,Y,Y,20250907,20250905,20250815,72517.09,54500,18017.09,1515.44,Kuala Lumpur,N,0,729,3,No Score,CL,C2
9/2/2026,1000000000000460,26902626775,Approve,94858086,Gold,Master,S,T3,0,0,88,A,B, ,F,50,Chinese,MAL,MARRIED,Certificate,14,FAMILY OWNED,Accountant,Agriculture,14,13420,18034,216412,216412,34,38,13.32,5474,38,47,1,Y,Y,20260118,20260102,20251220,42640.1,28500,14140.1,872.1,Perak,1,0,557,4,Low,BC,MG
9/2/2026,1000000000000461,26254370493,Approve,28902357,Gold,Visa,P,B1,0,0,94850000,A,H,A,F,27,Indian,MAL,SINGLE,Bachelor Degree,6,FAMILY OWNED,Manager,Professional Services,7,21759,28116,337394,337394,23,34,2.7,1247,27,37,2,Y,Y,20260328,20260310,20260301,66966.76,49000,17966.76,969.21,Sarawak,Y,0,803,3,No Score,IN,PL
9/2/2026,1000000000000462,27483710945,Approve,26002695,Platinum,Master,S,U3,0,0,0,A,D,N,M,26,Chinese,MAL,SINGLE,Master Degree,0,OWNED,Retail Assistant,Real Estate,3,24897,30600,367200,367200,16,25,7.81,5875,9,19,2,Y,N,20260516,20260507,20260412,66529.69,45500,21029.69,80.23,Pahang,Y,0,780,2,Good,MG,C2
9/2/2026,1000000000000463,24765341573,Approve,94535600,Platinum,Master,S,B6,0,0,1,A,B, ,F,50,Malay,MAL,MARRIED,SPM,13,OWNED,IT Executive,Transportation,29,21751,27470,329642,329642,19,26,8.52,1051,19,29,3,N,Y,0,20251114,20251029,48374.89,33000,15374.89,576.4,Selangor,0,0,745,3,Low,C2,GD
9/2/2026,1000000000000464,24691195635,Approve,72872905,Infinite,Visa,S,O1,0,0,0,A,B,A,M,55,Malay,MAL,SINGLE,Diploma,26,RENTING,Nurse,Oil & Gas,14,17548,22052,264625,264625,20,25,14.41,2260,27,30,2,Y,Y,20251202,20251125,20251027,54200.68,40000,14200.68,821.62,Kuala Lumpur,Y,0,713,4,Excellent,MG,GD
9/2/2026,1000000000000465,28876967573,Approve,65768929,Gold,Master,S,B1,0,0,1,A,H, ,F,46,Malay,MAL,MARRIED,Bachelor Degree,5,FAMILY OWNED,Clerk,Agriculture,22,4670,5568,66820,66820,30,31,15.84,5197,33,40,1,Y,Y,20250827,20250817,20250731,14744.7,11500,3244.7,866.11,Selangor,0,0,460,4,Fair,GD,GD
9/2/2026,1000000000000466,28381940360,Approve,22571942,Gold,Master,P,R2,0,0,1,A,-,N,F,54,Chinese,MAL,SINGLE,Master Degree,33,OWNED,Doctor,Plantation,32,20968,25087,301046,301046,25,36,6.83,2939,26,30,5,Y,N,20250909,20250824,20250812,79657.12,57500,22157.12,1009.37,Terengganu,0,0,850,4,Good,IN,GD
9/2/2026,1000000000000467,28017733860,Approve,33265233,Infinite,Visa,P,O3,0,0,0,A,H, ,F,51,Malay,MAL,SINGLE,Diploma,4,MORTGAGE,Businessman,Transportation,15,23669,28800,345601,345601,22,30,7.64,4379,26,33,2,Y,Y,20260131,20260116,20260110,49198.71,35500,13698.71,1552.4,Selangor,1,0,765,3,Low,C2,CL
9/2/2026,1000000000000468,25662859292,Approve,97581747,Gold,Master,S,B6,0,0,1,A,B,N,F,44,Malay,MAL,MARRIED,Certificate,3,RENTING,Accountant,Professional Services,4,22002,27586,331032,331032,28,30,8.94,3484,31,37,5,N,Y,0,20251023,20250928,56446.31,39500,16946.31,1624.1,Sarawak,0,0,747,2,Very Good,IN,C2
9/2/2026,1000000000000469,27106943269,Approve,59137176,Platinum,Master,S,T2,0,0,88,A,B,A,M,43,Chinese,MAL,MARRIED,Bachelor Degree,23,OWNED,Accountant,Healthcare,15,7558,8773,105281,105281,21,29,17.5,7972,18,25,5,Y,Y,20260105,20251223,20251203,37145.05,29000,8145.05,1964.93,Sabah,Y,0,765,4,Fair,V3,V3
9/2/2026,1000000000000470,27444242891,Approve,75727209,Platinum,Master,P,T3,0,0,1,A,-,N,F,44,Chinese,MAL,DIVORCED,Bachelor Degree,5,OWNED,Technician,Retail Trade,9,16388,20863,250358,250358,31,34,3.58,4263,26,37,2,Y,N,20260904,20260901,20260825,44370.89,36500,7870.89,837.73,Sabah,1,0,633,1,Excellent,GD,BC
9/2/2026,1000000000000471,21323215484,Approve,22863109,Platinum,Master,S,R2,0,0,0,A,A, ,M,28,Malay,MAL,SINGLE,SPM,6,OWNED,Nurse,Food & Beverage,8,19319,25515,306185,306185,18,30,0.86,1205,19,25,2,Y,Y,20260514,20260510,20260411,47003.9,34500,12503.9,260.76,Kuala Lumpur,0,0,790,1,Good,CL,V3
9/2/2026,1000000000000472,25631382971,Approve,87023282,Infinite,Master,P,T2,0,0,1,A,-, ,F,42,Chinese,MAL,SINGLE,Bachelor Degree,0,RENTING,Lecturer,Food & Beverage,1,18824,23988,287864,287864,24,32,1.34,549,28,34,2,N,N,0,20251229,20251210,58955.92,40500,18455.92,642.86,Sabah,N,0,710,1,Excellent,CL,GD
9/2/2026,1000000000000473,22527099535,Approve,15700938,Gold,Master,P,O1,0,0,1,A,H, ,M,33,Malay,MAL,MARRIED,No Formal Education,4,RENTING,Manager,Financial Services,11,16332,20321,243852,243852,34,46,10.82,1838,40,50,2,Y,Y,20251208,20251203,20251108,32486.9,23500,8986.9,1045.56,Putrajaya,N,0,461,3,No Score,PL,BC
9/2/2026,1000000000000474,24968779816,Approve,75248523,Platinum,Master,P,T1,0,0,1,A,-,A,M,46,Malay,MAL,MARRIED,SPM,27,RENTING,Police Officer,Construction,1,17300,20473,245683,245683,24,27,5.11,3125,33,37,2,Y,Y,20260626,20260614,20260529,45592.51,34000,11592.51,807.42,Selangor,0,0,559,4,Very Good,MG,PL
9/2/2026,1000000000000475,25670368826,Approve,51294087,Infinite,Visa,P,U2,0,0,94850000,A,H,D,F,24,Chinese,MAL,SINGLE,Certificate,3,MORTGAGE,Factory Worker,Food & Beverage,2,14663,18487,221855,221855,29,37,3.67,6358,24,34,1,N,N,0,20260227,20260219,37029.78,27000,10029.78,721.56,Perak,0,0,759,2,Good,PL,PL
9/2/2026,1000000000000476,29754682807,Approve,12681552,Gold,Master,P,R2,0,0,0,A,H, ,M,30,Malay,MAL,MARRIED,SPM,8,FAMILY OWNED,Engineer,Wholesale,5,17131,19730,236765,236765,22,33,1.28,2132,34,36,1,Y,N,20260422,20260418,20260405,54650.87,36500,18150.87,331.25,Kuala Lumpur,1,0,567,1,Very Good,PL,C2
9/2/2026,1000000000000477,23598758495,Approve,60992202,Gold,Visa,S,O3,0,0,88,A,D,N,M,59,Malay,MAL,MARRIED,SPM,26,OWNED,Retail Assistant,Hospitality,9,19941,23363,280366,280366,21,22,11.54,1904,23,31,3,Y,Y,20250913,20250907,20250813,68703.81,51000,17703.81,1278.76,Selangor,0,0,770,2,Very Good,GD,BC
9/2/2026,1000000000000478,27400659311,Approve,40581366,Gold,Master,P,R1,0,0,0,A,-,A,F,56,Malay,MAL,SINGLE,Bachelor Degree,14,OWNED,Police Officer,Professional Services,24,19466,23005,276063,276063,25,26,1.89,4194,29,34,2,N,Y,0,20260102,20260101,53642.47,43500,10142.47,1739.85,Selangor,Y,0,791,1,Fair,IN,MG
9/2/2026,1000000000000479,21643217612,Approve,66455962,Gold,Master,S,O3,0,0,1,A,D,N,M,52,Malay,MAL,SINGLE,Master Degree,25,FAMILY OWNED,Civil Servant,Wholesale,21,21514,27656,331877,331877,20,21,4.95,5586,19,28,5,Y,Y,20251018,20251001,20250930,54390.68,38500,15890.68,1042.51,Perak,1,0,840,3,No Score,IN,BC
9/2/2026,1000000000000480,22530722038,Approve,24406372,Infinite,Visa,S,O3,0,0,1,A,A,A,F,23,Chinese,MAL,SINGLE,SPM,3,OWNED,Engineer,Government,0,15549,19760,237120,237120,30,42,13.85,2914,26,35,5,N,N,0,20250812,20250810,52151.71,37000,15151.71,1124.81,Pahang,N,0,664,4,Good,IN,C2
9/2/2026,1000000000000481,26451128090,Approve,49569133,Platinum,Master,P,T3,0,0,0,A,-, ,M,54,Malay,MAL,SINGLE,Bachelor Degree,13,RENTING,Administrator,Healthcare,33,19220,22960,275524,275524,14,19,2.47,6470,15,23,1,Y,Y,20251016,20251004,20250922,63267.54,43000,20267.54,704.35,Sabah,Y,0,767,2,No Score,V3,C2
9/2/2026,1000000000000482,29520201069,Approve,16224977,Infinite,Master,P,T3,0,0,94850000,A,B, ,M,36,Malay,MAL,SINGLE,SPM,0,FAMILY OWNED,Lecturer,Wholesale,5,23467,31404,376851,376851,20,32,5.34,5609,27,28,1,Y,Y,20250907,20250820,20250808,65334.62,44000,21334.62,1702.16,Pulau Pinang,1,0,709,3,Very Good,V3,GD
9/2/2026,1000000000000483,28225859197,Approve,65186005,Platinum,Master,S,U1,0,0,88,A,-,D,M,52,Chinese,MAL,SINGLE,Diploma,29,OWNED,Clerk,Construction,2,14011,18218,218625,218625,25,33,4.18,5873,29,32,5,Y,N,20260811,20260806,20260715,52354.82,35000,17354.82,687.68,Selangor,Y,0,712,3,No Score,GD,IN
9/2/2026,1000000000000484,29455357970,Approve,68800797,Classic,Visa,P,O1,0,0,0,A,H,D,F,41,Chinese,MAL,DIVORCED,Bachelor Degree,4,RENTING,Chef,Professional Services,10,13289,15422,185071,185071,20,24,8.11,4134,18,24,2,N,Y,0,20251130,20251113,26156.12,21500,4656.12,1892.49,Sarawak,1,0,625,4,Good,C2,MG
9/2/2026,1000000000000485,27188701389,Approve,96672678,Gold,Visa,S,O1,0,0,0,A,D, ,M,41,Chinese,MAL,MARRIED,Diploma,17,MORTGAGE,Contractor,Plantation,20,21531,26185,314229,314229,12,13,11.2,7660,9,14,5,Y,N,20260726,20260717,20260712,49372.81,34000,15372.81,1976.42,Selangor,Y,0,754,3,Low,C2,GD
9/2/2026,1000000000000486,28103906849,Approve,45499094,Gold,Visa,S,B6,0,0,0,A,B,D,M,58,Malay,MAL,SINGLE,Bachelor Degree,33,RENTING,Driver,Education,27,24511,30360,364326,364326,15,21,7.92,1992,20,22,1,Y,Y,20250905,20250827,20250813,44494.83,36000,8494.83,1272.98,Selangor,N,0,821,1,Excellent,GD,IN
9/2/2026,1000000000000487,26823790455,Approve,21681090,Infinite,Visa,S,R5,0,0,88,A,A, ,F,40,Indian,MAL,MARRIED,Bachelor Degree,18,MORTGAGE,Nurse,Food & Beverage,4,12375,15922,191066,191066,34,46,10.57,2550,29,39,5,N,N,0,20260413,20260411,42150.22,32500,9650.22,1013.9,Selangor,Y,0,768,2,Excellent,V3,GD
9/2/2026,1000000000000488,22908120579,Approve,89118492,Platinum,Visa,S,T2,0,0,94850000,A,B,N,M,37,Chinese,MAL,SINGLE,Bachelor Degree,13,FAMILY OWNED,Supervisor,Oil & Gas,8,9999,12509,150115,150115,24,30,3.24,1349,32,34,2,N,Y,0,20251222,20251207,35774.62,27000,8774.62,360.25,Kedah,0,0,699,3,Very Good,BC,CL
9/2/2026,1000000000000489,20711269146,Approve,95456010,Platinum,Visa,S,U2,0,0,0,A,A,D,M,39,Others,MAL,MARRIED,SPM,18,FAMILY OWNED,Driver,Retail Trade,3,22609,28772,345271,345271,15,17,10.92,5548,19,23,1,Y,Y,20260522,20260520,20260510,59171.79,42000,17171.79,15.94,Melaka,N,0,734,2,Excellent,C2,BC
9/2/2026,1000000000000490,28100031375,Approve,46906305,Platinum,Visa,S,O5,0,0,1,A,B, ,F,60,Chinese,MAL,SINGLE,Certificate,18,MORTGAGE,Accountant,Plantation,27,6917,8964,107575,107575,44,55,13.83,3961,56,61,3,Y,Y,20260503,20260418,20260402,19368.4,13500,5868.4,73.6,Johor,1,0,458,1,Low,MG,IN
9/2/2026,1000000000000491,24083668943,Approve,22146359,Gold,Visa,P,U1,0,0,88,A,D,D,M,48,Malay,MAL,WIDOWED,Bachelor Degree,22,OWNED,Lecturer,Transportation,11,10864,14452,173431,173431,17,26,13.41,817,14,22,1,Y,Y,20260501,20260415,20260405,48673.5,40500,8173.5,1582.05,Johor,Y,0,794,2,Good,CL,IN
9/2/2026,1000000000000492,21614832070,Approve,22628163,Platinum,Master,P,T1,0,0,0,A,-,A,F,56,Malay,MAL,SINGLE,Diploma,12,MORTGAGE,Businessman,Healthcare,35,16836,19752,237026,237026,22,25,15.23,6633,26,35,2,Y,N,20251225,20251216,20251215,47310.76,36000,11310.76,552.81,Perak,N,0,730,4,Good,V3,CL
9/2/2026,1000000000000493,27851769804,Approve,91298909,Platinum,Visa,S,T1,0,0,0,A,B, ,M,29,Chinese,MAL,WIDOWED,STPM,8,OWNED,Technician,Retail Trade,3,7731,9185,110231,110231,25,33,4.46,7105,23,33,3,Y,N,20260423,20260406,20260403,39860.04,29500,10360.04,1403.96,Negeri Sembilan,0,0,617,2,No Score,IN,MG
9/2/2026,1000000000000494,27293878549,Approve,17488610,Infinite,Master,S,U2,0,0,94850000,A,H, ,M,30,Indian,MAL,SINGLE,Diploma,4,RENTING,Police Officer,Wholesale,7,24747,30323,363887,363887,9,19,10.56,7485,6,15,1,N,N,0,20251007,20250911,61053.51,42500,18553.51,1869.32,Selangor,N,0,850,4,Excellent,C2,BC
9/2/2026,1000000000000495,25316474542,Approve,85341065,Platinum,Master,P,U1,0,0,94850000,A,B,A,F,33,Indian,MAL,MARRIED,Bachelor Degree,4,MORTGAGE,Factory Worker,Professional Services,12,20568,26295,315540,315540,17,27,8.23,2627,17,23,1,Y,Y,20260403,20260324,20260302,67420.95,53000,14420.95,980.98,Negeri Sembilan,0,0,759,2,No Score,GD,BC
9/2/2026,1000000000000496,29272840820,Approve,96024494,Infinite,Master,S,B1,0,0,1,A,H, ,M,34,Chinese,MAL,SINGLE,Diploma,11,MORTGAGE,Retail Assistant,Healthcare,6,16798,19649,235788,235788,13,25,1.88,2685,14,22,3,Y,N,20260625,20260610,20260520,47363.17,36000,11363.17,212.25,Kedah,Y,0,745,2,No Score,MG,CL
9/2/2026,1000000000000497,23492215937,Approve,13346501,Gold,Visa,P,T1,0,0,94850000,A,D,A,M,43,Malay,MAL,SINGLE,Bachelor Degree,8,FAMILY OWNED,Chef,Hospitality,3,20858,27759,333109,333109,26,34,7.34,6059,24,30,5,Y,Y,20260530,20260528,20260508,41511.18,34500,7011.18,355.98,Terengganu,1,0,820,2,Good,PL,IN
9/2/2026,1000000000000498,20425889237,Approve,87713623,Infinite,Visa,S,O1,0,0,0,A,A,N,M,56,Indian,MAL,SINGLE,SPM,10,EMPLOYER PROVIDED,Factory Worker,Food & Beverage,33,11797,13634,163619,163619,20,31,14.1,6495,17,25,2,N,Y,0,20251108,20251026,51640.27,38000,13640.27,836.49,Perak,0,0,751,4,No Score,IN,C2
9/2/2026,1000000000000499,29302697906,Approve,11866548,Platinum,Master,S,U2,0,0,88,A,-,D,F,44,Malay,MAL,MARRIED,SPM,17,RENTING,Manager,Financial Services,11,18378,23341,280096,280096,24,26,5.39,4707,28,34,5,N,Y,0,20250813,20250802,54883.61,40500,14383.61,222.55,Johor,Y,0,643,3,Good,IN,GD
9/2/2026,1000000000000500,26873822188,Approve,19908724,Platinum,Master,S,R2,0,0,94850000,A,H, ,F,34,Malay,MAL,DIVORCED,SPM,13,RENTING,Engineer,Wholesale,3,15608,20634,247617,247617,20,27,5.3,4645,18,30,1,N,Y,0,20260804,20260729,30884.86,24500,6384.86,1009.47,Kedah,N,0,604,3,Excellent,BC,MG
9/2/2026,1000000000000501,23828502640,Approve,71779636,Platinum,Visa,S,O3,0,0,1,A,A,A,M,27,Indian,MAL,MARRIED,SPM,4,RENTING,Contractor,Plantation,1,24612,32795,393543,393543,27,31,14.7,770,39,41,3,Y,Y,20260514,20260430,20260412,28307.02,22500,5807.02,1209.49,Negeri Sembilan,Y,0,605,3,Very Good,IN,BC
9/2/2026,1000000000000502,28026039935,Approve,19717327,Platinum,Master,S,U2,0,0,88,A,B,D,F,58,Malay,MAL,MARRIED,Diploma,20,RENTING,Factory Worker,Plantation,0,21742,26072,312871,312871,24,28,11.04,6206,28,35,2,Y,Y,20260802,20260726,20260709,61397.36,48000,13397.36,1784.42,Kedah,Y,0,680,2,No Score,V3,IN
9/2/2026,1000000000000503,29233038819,Approve,60101289,Gold,Master,P,O1,0,0,88,A,D, ,M,54,Chinese,MAL,DIVORCED,Bachelor Degree,12,MORTGAGE,Army Personnel,Plantation,32,13340,16584,199011,199011,16,24,2.45,7561,19,22,2,N,Y,0,20260607,20260515,46267.07,37000,9267.07,174.39,Kuala Lumpur,1,0,826,4,Very Good,PL,V3
9/2/2026,1000000000000504,23802965013,Approve,10226999,Platinum,Master,P,R2,0,0,1,A,D, ,F,52,Malay,MAL,SINGLE,SPM,17,OWNED,Driver,Transportation,29,8025,9837,118052,118052,21,24,3.52,5389,22,25,5,N,N,0,20260324,20260306,45461.39,33000,12461.39,1514.67,Sabah,Y,0,698,3,Low,C2,CL
9/2/2026,1000000000000505,24713376914,Approve,59853452,Platinum,Master,S,T1,0,0,0,A,A,N,F,26,Malay,MAL,MARRIED,STPM,0,OWNED,Factory Worker,Plantation,6,18677,22438,269267,269267,25,26,8.36,1439,19,30,5,Y,Y,20251121,20251118,20251027,51278.41,42000,9278.41,1687.37,Sabah,Y,0,741,1,No Score,MG,CL
9/2/2026,1000000000000506,24410922809,Approve,90022258,Classic,Visa,P,T1,0,0,88,A,H,D,M,23,Indian,MAL,SINGLE,SPM,1,FAMILY OWNED,Retail Assistant,Agriculture,1,7505,9404,112851,112851,27,32,7.72,4668,33,44,2,Y,N,20260310,20260218,20260202,35454.43,24000,11454.43,674.78,Sabah,N,0,628,4,Excellent,V3,CL
9/2/2026,1000000000000507,25283273302,Approve,96455660,Gold,Visa,P,U3,0,0,88,A,D, ,F,62,Indian,MAL,SINGLE,Diploma,25,MORTGAGE,Driver,Hospitality,39,17008,22294,267538,267538,20,25,11.39,4103,16,24,2,N,N,0,20251225,20251206,62531.61,48500,14031.61,1882.02,Johor,1,0,768,1,Low,GD,MG
9/2/2026,1000000000000508,23377727755,Approve,16115184,Gold,Master,P,U2,0,0,1,A,D,N,F,27,Malay,MAL,SINGLE,Diploma,0,OWNED,Supervisor,Professional Services,4,2219,2686,32239,32239,29,33,10.14,7651,36,46,1,N,N,0,20260622,20260605,25563.21,20000,5563.21,1289.71,Sarawak,0,0,618,3,Excellent,BC,V3
9/2/2026,1000000000000509,22068074296,Approve,90137990,Infinite,Visa,S,U3,0,0,1,A,H, ,F,25,Chinese,MAL,MARRIED,SPM,5,MORTGAGE,Chef,Telecommunications,6,20485,25949,311388,311388,14,21,10.98,5633,17,23,3,Y,Y,20250930,20250922,20250901,46333.89,33000,13333.89,1602.95,Johor,Y,0,750,2,Low,BC,C2
9/2/2026,1000000000000510,29778981659,Approve,14614633,Infinite,Visa,P,T2,0,0,88,A,H,D,M,63,Malay,MAL,SINGLE,SPM,13,RENTING,Factory Worker,Healthcare,18,22803,26337,316044,316044,7,13,14.34,594,7,10,3,N,N,0,20260911,20260828,61665.86,42500,19165.86,1965.57,Perak,N,0,759,2,Good,C2,BC
9/2/2026,1000000000000511,22734768274,Approve,89520597,Gold,Visa,S,R2,0,0,94850000,A,A,N,M,62,Indian,MAL,SINGLE,Diploma,24,FAMILY OWNED,Police Officer,Food & Beverage,11,24146,28346,340153,340153,16,25,3.57,3857,16,26,5,N,Y,0,20260419,20260418,55108.28,43000,12108.28,1695.54,Pulau Pinang,Y,0,749,2,Excellent,IN,GD
9/2/2026,1000000000000512,20740763210,Approve,39308629,Platinum,Visa,P,B6,0,0,0,A,H,A,M,27,Chinese,MAL,MARRIED,SPM,5,MORTGAGE,Driver,Telecommunications,4,22203,27392,328710,328710,32,40,9.25,1723,26,37,2,Y,N,20260702,20260618,20260614,41329.62,32000,9329.62,367.42,Perlis,1,0,707,4,Fair,V3,MG
9/2/2026,1000000000000513,29476960706,Approve,96622608,Gold,Master,S,U3,0,0,1,A,A,D,M,27,Chinese,MAL,MARRIED,SPM,3,FAMILY OWNED,Retail Assistant,Government,5,12608,16109,193315,193315,29,38,3.12,676,38,48,3,Y,Y,20260720,20260705,20260607,42865.79,35000,7865.79,598.02,Sabah,1,0,668,4,Good,GD,PL
9/2/2026,1000000000000514,22558375768,Approve,47165431,Platinum,Master,S,R1,0,0,88,A,A,D,M,33,Chinese,MAL,SINGLE,Certificate,14,OWNED,Clerk,Construction,8,3366,4144,49735,49735,34,45,13.62,3137,37,41,1,Y,Y,20251013,20250928,20250918,20183.56,15000,5183.56,1431.54,Sabah,N,0,545,4,Excellent,C2,V3
9/2/2026,1000000000000515,26432642484,Approve,89233275,Gold,Visa,S,U1,0,0,1,A,B,A,F,41,Chinese,MAL,SINGLE,SPM,18,RENTING,Police Officer,Food & Beverage,22,20423,25808,309697,309697,24,28,9.31,2150,27,33,2,Y,Y,20260826,20260807,20260720,49773.03,38500,11273.03,139.45,Johor,Y,0,756,3,Fair,IN,PL
9/2/2026,1000000000000516,20573907524,Approve,32381057,Infinite,Visa,P,R2,0,0,88,A,D,D,F,49,Indian,MAL,MARRIED,SPM,21,OWNED,Driver,Telecommunications,30,11742,15418,185022,185022,28,40,10.64,5151,32,36,1,N,N,0,20260721,20260704,46491.63,34000,12491.63,586.96,Pahang,Y,0,681,4,Very Good,CL,MG
9/2/2026,1000000000000517,20850426686,Approve,54898716,Platinum,Master,P,T3,0,0,0,A,A,N,F,58,Indian,MAL,SINGLE,SPM,13,MORTGAGE,Driver,Plantation,7,14804,17387,208649,208649,38,47,6.88,1669,41,50,1,Y,N,20260723,20260706,20260609,33334.85,23000,10334.85,1848.37,Pulau Pinang,N,0,582,1,Good,MG,BC
9/2/2026,1000000000000518,24800600336,Approve,49585094,Classic,Visa,P,B1,0,0,88,A,B,N,M,28,Indian,MAL,MARRIED,Diploma,2,RENTING,Driver,Agriculture,1,14215,18659,223919,223919,53,61,15.46,751,57,60,1,Y,N,20251218,20251202,20251109,20305.24,16500,3805.24,162.43,Selangor,0,0,443,2,Excellent,GD,MG
9/2/2026,1000000000000519,25966553528,Approve,23439803,Infinite,Master,P,R1,0,0,88,A,A,A,M,44,Chinese,MAL,MARRIED,Diploma,0,OWNED,Driver,Government,7,15026,17517,210206,210206,17,20,7.08,2290,17,25,3,Y,Y,20260817,20260804,20260706,45448.31,37000,8448.31,595.37,Perlis,Y,0,782,1,Very Good,GD,BC
9/2/2026,1000000000000520,22168459088,Approve,37805454,Gold,Visa,S,B6,0,0,94850000,A,D, ,F,53,Malay,MAL,MARRIED,Bachelor Degree,21,RENTING,Nurse,Food & Beverage,12,21882,25968,311623,311623,21,32,9.44,6617,27,32,1,Y,Y,20251025,20251022,20251021,68744.17,47500,21244.17,1000.55,Kuala Lumpur,Y,0,752,4,Excellent,V3,C2
9/2/2026,1000000000000521,25156946456,Approve,78085419,Infinite,Master,P,T1,0,0,1,A,B,A,M,45,Chinese,MAL,SINGLE,SPM,15,RENTING,Technician,Wholesale,11,17535,22297,267574,267574,22,33,4.43,1327,26,32,3,Y,N,20250928,20250916,20250818,57796.7,41000,16796.7,1384.42,Kelantan,N,0,710,3,Excellent,C2,BC
