TX_DT,Account_No,CIF_No,DC_Sts,Application_Branch,Score_Value,Score_Grade,MDD,FinPlus_Code,Billing_OSP,Billing_Count,Collection_OSP,Collection_Count,Unpaid_OSP,Unpaid_Count,Maintain_OSP,Maintain_Count
20260825,1000000000000259,66678771,0,36,184,B,18,S,3081.1,1,3005.87,1,53.42,1,21.81,1
20260902,1000000000000260,91938786,0,17,192,B,18,O,3803.6,1,3629.01,1,171.87,1,2.72,1
20260825,1000000000000260,91938786,0,36,175,B,2,O,3803.6,1,3803.6,1,0.0,0,0.0,0
20260902,1000000000000261,82606072,2,45,129,C,18,F,7199.84,1,3345.64,1,3708.43,1,145.77,1
20260825,1000000000000261,82606072,2,27,111,C,10,S,7199.84,1,3983.78,1,2773.6,1,442.46,1
20260902,1000000000000262,52358308,0,30,187,A,10,S,21988.21,1,21396.47,1,381.46,1,210.28,1
20260825,1000000000000262,52358308,0,11,215,B,10,F,21988.21,1,21581.84,1,298.04,1,108.33,1
20260902,1000000000000263,76080806,0,50,176,A,2,S,9031.74,1,8916.84,1,91.28,1,23.62,1
20260825,1000000000000263,76080806,0,11,241,B,10,O,9031.74,1,9031.74,1,0.0,0,0.0,0
20260902,1000000000000264,70606217,0,21,243,B,25,S,12794.16,1,12794.16,1,0.0,0,0.0,0
20260825,1000000000000264,70606217,0,41,209,B,25,F,12794.16,1,12794.16,1,0.0,0,0.0,0
20260902,1000000000000265,77869489,2,14,128,C,25,O,24351.9,1,13034.67,1,7916.53,1,3400.7,1
20260825,1000000000000265,77869489,2,26,135,B,25,F,24351.9,1,10047.09,1,14297.4,1,7.41,1
20260902,1000000000000266,82956480,0,34,202,B,10,O,2750.0,1,2750.0,1,0.0,0,0.0,0
20260825,1000000000000266,82956480,0,40,219,A,25,O,2750.0,1,2750.0,1,0.0,0,0.0,0
20260902,1000000000000267,13576520,0,2,177,A,18,S,6837.76,1,6837.76,1,0.0,0,0.0,0
20260825,1000000000000267,13576520,0,44,238,B,25,O,6837.76,1,6837.76,1,0.0,0,0.0,0
20260902,1000000000000268,35730441,0,15,209,B,10,O,4176.27,1,4176.27,1,0.0,0,0.0,0
20260825,1000000000000268,35730441,0,45,171,A,25,O,4176.27,1,4176.27,1,0.0,0,0.0,0
20260902,1000000000000269,14635678,3,18,164,C,18,S,3429.57,1,1420.36,1,1803.77,1,205.44,1
20260825,1000000000000269,14635678,3,30,102,C,10,O,3429.57,1,1061.13,1,1802.89,1,565.55,1
20260902,1000000000000270,26111256,0,5,181,A,10,S,2377.04,1,2377.04,1,0.0,0,0.0,0
20260825,1000000000000270,26111256,0,36,197,B,10,O,2377.04,1,2377.04,1,0.0,0,0.0,0
20260902,1000000000000271,53176515,0,26,172,A,2,S,4523.74,1,4523.74,1,0.0,0,0.0,0
20260825,1000000000000271,53176515,0,17,217,B,18,S,4523.74,1,4523.74,1,0.0,0,0.0,0
20260902,1000000000000272,37026210,1,14,170,C,18,F,3247.82,1,1910.44,1,1210.84,1,126.54,1
20260825,1000000000000272,37026210,1,49,141,C,18,O,3247.82,1,1774.85,1,1272.67,1,200.3,1
20260902,1000000000000273,70416623,0,6,237,B,25,O,7182.39,1,7182.39,1,0.0,0,0.0,0
20260825,1000000000000273,70416623,0,26,240,A,2,S,7182.39,1,7182.39,1,0.0,0,0.0,0
20260902,1000000000000274,11709239,0,36,175,A,25,S,4380.12,1,4380.12,1,0.0,0,0.0,0
20260825,1000000000000274,11709239,0,25,178,A,10,O,4380.12,1,4380.12,1,0.0,0,0.0,0
20260902,1000000000000275,17159313,0,45,223,B,25,O,18859.43,1,18859.43,1,0.0,0,0.0,0
20260825,1000000000000275,17159313,0,24,208,A,10,F,18859.43,1,18859.43,1,0.0,0,0.0,0
20260902,1000000000000276,39380829,0,2,179,A,25,O,6164.38,1,6164.38,1,0.0,0,0.0,0
20260825,1000000000000276,39380829,0,27,249,B,18,S,6164.38,1,6164.38,1,0.0,0,0.0,0
20260902,1000000000000277,20741296,0,25,189,B,18,S,6731.35,1,6731.35,1,0.0,0,0.0,0
20260825,1000000000000277,20741296,0,7,248,A,18,O,6731.35,1,6731.35,1,0.0,0,0.0,0
20260902,1000000000000278,70116087,2,10,164,C,25,F,5998.28,1,3129.88,1,2219.5,1,648.9,1
20260825,1000000000000278,70116087,2,6,149,C,18,O,5998.28,1,2785.12,1,2274.6,1,938.56,1
20260902,1000000000000279,35808537,0,47,173,B,10,F,7495.9,1,7495.9,1,0.0,0,0.0,0
20260825,1000000000000279,35808537,0,28,228,A,10,F,7495.9,1,7495.9,1,0.0,0,0.0,0
20260902,1000000000000280,37653004,3,6,160,B,25,S,1970.41,1,732.42,1,996.6,1,241.39,1
20260825,1000000000000280,37653004,3,1,124,C,18,S,1970.41,1,854.56,1,903.96,1,211.89,1
20260902,1000000000000281,50902313,0,29,201,B,25,S,5212.89,1,5212.89,1,0.0,0,0.0,0
20260825,1000000000000281,50902313,0,28,213,B,25,S,5212.89,1,5212.89,1,0.0,0,0.0,0
20260902,1000000000000282,23624482,0,49,217,B,10,F,21505.74,1,21505.74,1,0.0,0,0.0,0
20260825,1000000000000282,23624482,0,14,237,A,18,S,21505.74,1,21505.74,1,0.0,0,0.0,0
20260902,1000000000000283,68199184,0,6,202,A,18,F,1875.0,1,1875.0,1,0.0,0,0.0,0
20260825,1000000000000283,68199184,0,13,205,B,2,O,1875.0,1,1875.0,1,0.0,0,0.0,0
20260902,1000000000000284,33141106,2,10,143,C,2,F,13788.77,1,6011.46,1,5914.78,1,1862.53,1
20260825,1000000000000284,33141106,2,34,120,C,10,S,13788.77,1,6870.15,1,6536.91,1,381.71,1
20260902,1000000000000285,64591401,0,38,233,A,2,F,1450.0,1,1387.78,1,41.04,1,21.18,1
20260825,1000000000000285,64591401,0,32,222,B,2,S,1450.0,1,1450.0,1,0.0,0,0.0,0
20260902,1000000000000286,42251899,0,48,187,B,10,F,6656.91,1,6656.91,1,0.0,0,0.0,0
20260825,1000000000000286,42251899,0,49,180,A,10,S,6656.91,1,6656.91,1,0.0,0,0.0,0
20260902,1000000000000287,46779653,3,34,146,B,25,O,10322.21,1,3984.35,1,6114.38,1,223.48,1
20260825,1000000000000287,46779653,3,37,107,C,2,O,10322.21,1,3084.62,1,5049.27,1,2188.32,1
20260902,1000000000000288,87942217,0,44,188,A,2,O,5284.07,1,5284.07,1,0.0,0,0.0,0
20260825,1000000000000288,87942217,0,12,244,A,10,F,5284.07,1,5284.07,1,0.0,0,0.0,0
20260902,1000000000000289,57281846,0,18,170,A,2,F,3254.57,1,3254.57,1,0.0,0,0.0,0
20260825,1000000000000289,57281846,0,22,175,A,10,S,3254.57,1,3254.57,1,0.0,0,0.0,0
20260902,1000000000000290,52328756,0,26,228,B,10,F,5275.9,1,5275.9,1,0.0,0,0.0,0
20260825,1000000000000290,52328756,0,36,247,A,18,S,5275.9,1,5275.9,1,0.0,0,0.0,0
20260902,1000000000000291,79732104,0,42,230,B,18,O,1700.0,1,1700.0,1,0.0,0,0.0,0
20260825,1000000000000291,79732104,0,22,211,A,10,S,1700.0,1,1700.0,1,0.0,0,0.0,0
20260902,1000000000000292,14147507,0,13,246,B,10,F,13099.41,1,13099.41,1,0.0,0,0.0,0
20260825,1000000000000292,14147507,0,12,238,A,10,F,13099.41,1,13099.41,1,0.0,0,0.0,0
20260902,1000000000000293,81468290,0,30,245,B,10,O,10302.94,1,10302.94,1,0.0,0,0.0,0
20260825,1000000000000293,81468290,0,29,174,A,10,O,10302.94,1,10302.94,1,0.0,0,0.0,0
20260902,1000000000000294,72571790,0,16,210,A,18,O,18289.07,1,18289.07,1,0.0,0,0.0,0
20260825,1000000000000294,72571790,0,3,189,B,18,O,18289.07,1,18289.07,1,0.0,0,0.0,0
20260902,1000000000000295,99482460,1,5,145,C,25,O,8451.59,1,5146.97,1,2413.46,1,891.16,1
20260825,1000000000000295,99482460,1,27,140,C,2,O,8451.59,1,5400.59,1,2364.8,1,686.2,1
20260902,1000000000000296,19147043,0,17,213,A,18,S,10636.56,1,10636.56,1,0.0,0,0.0,0
20260825,1000000000000296,19147043,0,5,199,A,10,F,10636.56,1,10636.56,1,0.0,0,0.0,0
20260902,1000000000000297,63051354,0,17,189,B,25,O,10089.51,1,10089.51,1,0.0,0,0.0,0
20260825,1000000000000297,63051354,0,17,225,A,10,S,10089.51,1,10089.51,1,0.0,0,0.0,0
20260902,1000000000000298,74653058,0,46,208,B,18,O,1750.0,1,1750.0,1,0.0,0,0.0,0
20260825,1000000000000298,74653058,0,11,218,A,18,S,1750.0,1,1750.0,1,0.0,0,0.0,0
20260902,1000000000000299,19485174,1,45,167,C,18,F,11232.62,1,6157.85,1,3201.85,1,1872.92,1
20260825,1000000000000299,19485174,1,10,149,C,2,O,11232.62,1,6635.61,1,3720.36,1,876.65,1
20260902,1000000000000300,17871573,4,40,159,C,10,O,4833.58,1,846.73,1,3467.9,1,518.95,1
20260825,1000000000000300,17871573,4,14,119,D,25,O,4833.58,1,1251.71,1,3196.35,1,385.52,1
20260902,1000000000000301,76147579,0,48,211,B,2,F,14177.72,1,14177.72,1,0.0,0,0.0,0
20260825,1000000000000301,76147579,0,1,172,B,18,S,14177.72,1,14177.72,1,0.0,0,0.0,0
20260902,1000000000000302,19751809,0,45,232,B,10,O,19822.69,1,19822.69,1,0.0,0,0.0,0
20260825,1000000000000302,19751809,0,35,196,A,10,O,19822.69,1,19822.69,1,0.0,0,0.0,0
20260902,1000000000000303,68350056,0,39,190,B,25,F,8453.47,1,8453.47,1,0.0,0,0.0,0
20260825,1000000000000303,68350056,0,38,250,A,2,F,8453.47,1,8453.47,1,0.0,0,0.0,0
20260902,1000000000000304,11736679,0,23,208,A,10,F,13882.74,1,13882.74,1,0.0,0,0.0,0
20260825,1000000000000304,11736679,0,29,190,B,25,S,13882.74,1,13882.74,1,0.0,0,0.0,0
20260902,1000000000000305,64340604,0,30,200,A,2,F,6419.6,1,6419.6,1,0.0,0,0.0,0
20260825,1000000000000305,64340604,0,49,207,B,25,S,6419.6,1,6419.6,1,0.0,0,0.0,0
20260902,1000000000000306,52118748,0,20,170,A,2,O,1975.0,1,1886.88,1,81.33,1,6.79,1
20260825,1000000000000306,52118748,0,49,225,A,2,O,1975.0,1,1975.0,1,0.0,0,0.0,0
20260902,1000000000000307,80767121,0,35,217,A,2,O,1800.0,1,1800.0,1,0.0,0,0.0,0
20260825,1000000000000307,80767121,0,2,235,B,2,O,1800.0,1,1800.0,1,0.0,0,0.0,0
20260902,1000000000000308,94061862,1,46,152,C,2,F,5247.63,1,3445.64,1,1220.76,1,581.23,1
20260825,1000000000000308,94061862,1,17,159,C,10,O,5247.63,1,3565.95,1,1245.94,1,435.74,1
20260902,1000000000000309,76393065,0,19,222,A,18,F,16415.89,1,16415.89,1,0.0,0,0.0,0
20260825,1000000000000309,76393065,0,40,248,B,2,S,16415.89,1,16415.89,1,0.0,0,0.0,0
20260902,1000000000000310,20298660,0,27,218,A,18,S,2078.88,1,2078.88,1,0.0,0,0.0,0
20260825,1000000000000310,20298660,0,38,194,A,18,F,2078.88,1,2075.73,1,2.71,1,0.44,1
20260902,1000000000000311,94289287,0,35,186,A,2,O,2575.0,1,2575.0,1,0.0,0,0.0,0
20260825,1000000000000311,94289287,0,24,184,B,10,S,2575.0,1,2575.0,1,0.0,0,0.0,0
20260902,1000000000000312,44143101,0,18,200,A,25,F,20525.27,1,20525.27,1,0.0,0,0.0,0
20260825,1000000000000312,44143101,0,40,218,B,25,O,20525.27,1,20525.27,1,0.0,0,0.0,0
20260902,1000000000000313,17356680,0,23,216,A,2,F,14653.61,1,14653.61,1,0.0,0,0.0,0
20260825,1000000000000313,17356680,0,28,209,B,25,S,14653.61,1,14653.61,1,0.0,0,0.0,0
20260902,1000000000000314,83287085,0,35,232,B,10,O,2931.23,1,2931.23,1,0.0,0,0.0,0
20260825,1000000000000314,83287085,0,35,194,A,18,S,2931.23,1,2931.23,1,0.0,0,0.0,0
20260902,1000000000000315,79013190,0,8,190,B,18,O,9327.25,1,9327.25,1,0.0,0,0.0,0
20260825,1000000000000315,79013190,0,43,230,B,18,S,9327.25,1,9327.25,1,0.0,0,0.0,0
20260902,1000000000000316,34673455,0,47,224,A,25,F,17340.38,1,17340.38,1,0.0,0,0.0,0
20260825,1000000000000316,34673455,0,9,242,A,25,O,17340.38,1,17340.38,1,0.0,0,0.0,0
20260902,1000000000000317,67718032,0,38,180,B,25,S,1950.0,1,1950.0,1,0.0,0,0.0,0
20260825,1000000000000317,67718032,0,41,236,B,10,F,1950.0,1,1950.0,1,0.0,0,0.0,0
20260902,1000000000000318,97347561,0,46,212,A,18,S,21373.65,1,21373.65,1,0.0,0,0.0,0
20260825,1000000000000318,97347561,0,37,221,B,25,F,21373.65,1,21373.65,1,0.0,0,0.0,0
20260902,1000000000000319,73257925,2,39,124,B,2,O,10328.59,1,4541.39,1,3862.1,1,1925.1,1
20260825,1000000000000319,73257925,2,14,144,B,25,F,10328.59,1,4559.24,1,3472.86,1,2296.49,1
20260902,1000000000000320,56541891,0,48,228,B,2,F,8991.5,1,8991.5,1,0.0,0,0.0,0
20260825,1000000000000320,56541891,0,44,234,A,10,F,8991.5,1,8991.5,1,0.0,0,0.0,0
20260902,1000000000000321,88659013,0,23,248,A,10,F,8071.2,1,8071.2,1,0.0,0,0.0,0
20260825,1000000000000321,88659013,0,37,214,A,10,F,8071.2,1,8071.2,1,0.0,0,0.0,0
20260902,1000000000000322,73145218,0,32,243,B,2,F,9228.39,1,9228.39,1,0.0,0,0.0,0
20260825,1000000000000322,73145218,0,7,194,B,10,O,9228.39,1,9228.39,1,0.0,0,0.0,0
20260902,1000000000000323,22515069,0,12,220,B,18,S,4513.8,1,4513.8,1,0.0,0,0.0,0
20260825,1000000000000323,22515069,0,37,175,A,10,S,4513.8,1,4513.8,1,0.0,0,0.0,0
20260902,1000000000000324,57327826,3,43,143,C,25,F,6284.86,1,2384.83,1,2537.27,1,1362.76,1
20260825,1000000000000324,57327826,3,32,158,C,10,S,6284.86,1,1859.3,1,4263.15,1,162.41,1
20260902,1000000000000325,14452939,0,23,224,B,10,S,4377.56,1,4377.56,1,0.0,0,0.0,0
20260825,1000000000000325,14452939,0,5,202,A,25,O,4377.56,1,4377.56,1,0.0,0,0.0,0
20260902,1000000000000326,97571512,0,24,235,B,2,O,16266.38,1,16266.38,1,0.0,0,0.0,0
20260825,1000000000000326,97571512,0,5,177,B,10,S,16266.38,1,16266.38,1,0.0,0,0.0,0
20260902,1000000000000327,14777311,0,39,242,B,18,S,4844.67,1,4662.65,1,180.5,1,1.52,1
20260825,1000000000000327,14777311,0,34,246,A,18,F,4844.67,1,4844.67,1,0.0,0,0.0,0
20260902,1000000000000328,10096613,0,21,245,B,10,F,8169.03,1,8131.96,1,26.26,1,10.81,1
20260825,1000000000000328,10096613,0,32,229,A,25,O,8169.03,1,7787.79,1,299.31,1,81.93,1
20260902,1000000000000329,61176016,0,34,241,B,10,F,11787.89,1,11787.89,1,0.0,0,0.0,0
20260825,1000000000000329,61176016,0,26,243,A,25,S,11787.89,1,11787.89,1,0.0,0,0.0,0
20260902,1000000000000330,69552653,0,2,237,B,25,O,4880.82,1,4880.82,1,0.0,0,0.0,0
20260825,1000000000000330,69552653,0,38,182,B,2,O,4880.82,1,4880.82,1,0.0,0,0.0,0
20260902,1000000000000331,80516816,0,33,234,A,2,O,3966.66,1,3966.66,1,0.0,0,0.0,0
20260825,1000000000000331,80516816,0,39,195,A,10,S,3966.66,1,3956.71,1,7.45,1,2.5,1
20260902,1000000000000332,17374681,0,32,187,B,10,S,1925.0,1,1902.8,1,16.74,1,5.46,1
20260825,1000000000000332,17374681,0,6,171,A,10,S,1925.0,1,1925.0,1,0.0,0,0.0,0
20260902,1000000000000333,39278399,0,33,208,A,18,S,9656.53,1,9656.53,1,0.0,0,0.0,0
20260825,1000000000000333,39278399,0,23,183,B,25,S,9656.53,1,9656.53,1,0.0,0,0.0,0
20260902,1000000000000334,84533976,0,42,190,A,2,O,7930.46,1,7930.46,1,0.0,0,0.0,0
20260825,1000000000000334,84533976,0,8,186,A,18,F,7930.46,1,7673.78,1,225.39,1,31.29,1
20260902,1000000000000335,72253751,0,48,222,A,10,S,26501.84,1,26501.84,1,0.0,0,0.0,0
20260825,1000000000000335,72253751,0,24,182,B,18,O,26501.84,1,26501.84,1,0.0,0,0.0,0
20260902,1000000000000336,45798991,0,7,213,B,18,F,19198.47,1,19198.47,1,0.0,0,0.0,0
20260825,1000000000000336,45798991,0,32,211,B,18,S,19198.47,1,19198.47,1,0.0,0,0.0,0
20260902,1000000000000337,61909143,0,2,190,B,10,O,24010.52,1,24010.52,1,0.0,0,0.0,0
20260825,1000000000000337,61909143,0,41,239,A,10,O,24010.52,1,24010.52,1,0.0,0,0.0,0
20260902,1000000000000338,79861397,2,6,162,C,10,S,9126.64,1,5062.67,1,2595.08,1,1468.89,1
20260825,1000000000000338,79861397,2,47,154,C,10,S,9126.64,1,4048.23,1,4145.32,1,933.09,1
20260902,1000000000000339,42666924,0,42,178,A,18,S,9270.77,1,9270.77,1,0.0,0,0.0,0
20260825,1000000000000339,42666924,0,35,225,B,25,F,9270.77,1,9270.77,1,0.0,0,0.0,0
20260902,1000000000000340,62644474,4,40,119,C,10,F,7213.78,1,1910.91,1,4803.53,1,499.34,1
20260825,1000000000000340,62644474,4,16,131,D,18,O,7213.78,1,1776.15,1,3681.42,1,1756.21,1
20260902,1000000000000341,83103396,2,8,124,C,2,O,5103.19,1,2269.27,1,2467.23,1,366.69,1
20260825,1000000000000341,83103396,2,47,155,C,18,F,5103.19,1,2248.82,1,2142.35,1,712.02,1
20260902,1000000000000342,78728528,0,24,211,B,18,F,6862.17,1,6862.17,1,0.0,0,0.0,0
20260825,1000000000000342,78728528,0,43,171,B,25,S,6862.17,1,6862.17,1,0.0,0,0.0,0
20260902,1000000000000343,62723273,0,8,238,A,18,F,15503.51,1,15134.02,1,348.55,1,20.94,1
20260825,1000000000000343,62723273,0,43,183,B,2,F,15503.51,1,15503.51,1,0.0,0,0.0,0
20260902,1000000000000344,42744490,0,47,212,A,25,S,4044.09,1,4044.09,1,0.0,0,0.0,0
20260825,1000000000000344,42744490,0,38,179,A,18,O,4044.09,1,4044.09,1,0.0,0,0.0,0
20260902,1000000000000345,71895093,5,11,166,D,25,S,4617.39,1,336.46,1,3360.32,1,920.61,1
20260825,1000000000000345,71895093,5,49,133,D,25,F,4617.39,1,504.42,1,2713.91,1,1399.06,1
20260902,1000000000000346,20087808,0,22,217,B,25,O,11512.9,1,11512.9,1,0.0,0,0.0,0
20260825,1000000000000346,20087808,0,43,197,A,2,F,11512.9,1,11512.9,1,0.0,0,0.0,0
20260902,1000000000000347,63566423,0,48,204,B,2,O,18466.08,1,18466.08,1,0.0,0,0.0,0
20260825,1000000000000347,63566423,0,33,235,B,18,S,18466.08,1,18148.88,1,204.05,1,113.15,1
20260902,1000000000000348,48501080,1,49,123,C,18,O,10915.56,1,6391.36,1,3365.0,1,1159.2,1
20260825,1000000000000348,48501080,1,31,167,B,10,O,10915.56,1,5837.92,1,4401.52,1,676.12,1
20260902,1000000000000349,27096116,0,17,234,B,2,S,7370.52,1,7370.52,1,0.0,0,0.0,0
20260825,1000000000000349,27096116,0,18,203,A,25,O,7370.52,1,7370.52,1,0.0,0,0.0,0
20260902,1000000000000350,79703656,1,6,153,B,2,S,12915.53,1,7067.46,1,5502.13,1,345.94,1
20260825,1000000000000350,79703656,1,33,110,C,2,F,12915.53,1,6918.93,1,4173.12,1,1823.48,1
20260902,1000000000000351,84758440,0,22,191,A,10,F,1450.0,1,1450.0,1,0.0,0,0.0,0
20260825,1000000000000351,84758440,0,21,194,B,18,O,1450.0,1,1450.0,1,0.0,0,0.0,0
20260902,1000000000000352,37061888,3,35,119,C,2,O,10438.53,1,4331.7,1,5309.6,1,797.23,1
20260825,1000000000000352,37061888,3,39,161,B,25,O,10438.53,1,4043.37,1,4115.92,1,2279.24,1
20260902,1000000000000353,57414455,3,25,160,B,18,F,1075.0,1,441.48,1,484.1,1,149.42,1
20260825,1000000000000353,57414455,3,11,138,B,10,F,1075.0,1,462.51,1,562.61,1,49.88,1
20260902,1000000000000354,29829822,3,11,127,B,18,F,3966.75,1,1214.23,1,2081.88,1,670.64,1
20260825,1000000000000354,29829822,3,47,112,B,10,S,3966.75,1,1233.7,1,1900.18,1,832.87,1
20260902,1000000000000355,22874023,0,46,211,A,2,F,20605.04,1,20605.04,1,0.0,0,0.0,0
20260825,1000000000000355,22874023,0,22,226,B,25,O,20605.04,1,20605.04,1,0.0,0,0.0,0
20260902,1000000000000356,36566437,0,10,197,A,25,F,19259.49,1,19259.49,1,0.0,0,0.0,0
20260825,1000000000000356,36566437,0,39,176,A,2,F,19259.49,1,19259.49,1,0.0,0,0.0,0
20260902,1000000000000357,49954382,0,33,209,B,18,O,1875.0,1,1875.0,1,0.0,0,0.0,0
20260825,1000000000000357,49954382,0,21,247,A,2,F,1875.0,1,1875.0,1,0.0,0,0.0,0
20260902,1000000000000358,70851317,0,18,250,A,10,O,5599.68,1,5599.68,1,0.0,0,0.0,0
20260825,1000000000000358,70851317,0,17,201,A,10,O,5599.68,1,5599.68,1,0.0,0,0.0,0
20260902,1000000000000359,55541542,0,43,185,B,2,O,12701.05,1,12701.05,1,0.0,0,0.0,0
20260825,1000000000000359,55541542,0,44,190,A,2,S,12701.05,1,12357.4,1,341.47,1,2.18,1
20260902,1000000000000360,12195460,0,40,174,A,2,S,15583.72,1,15583.72,1,0.0,0,0.0,0
20260825,1000000000000360,12195460,0,18,205,A,18,O,15583.72,1,15583.72,1,0.0,0,0.0,0
20260902,1000000000000361,98388886,0,50,230,B,10,S,3196.55,1,3196.55,1,0.0,0,0.0,0
20260825,1000000000000361,98388886,0,15,210,A,25,F,3196.55,1,3196.55,1,0.0,0,0.0,0
20260902,1000000000000362,57978862,1,14,122,C,10,F,11991.68,1,6710.19,1,4519.75,1,761.74,1
20260825,1000000000000362,57978862,1,46,141,C,10,O,11991.68,1,6836.58,1,3601.7,1,1553.4,1
20260902,1000000000000363,79625715,0,29,212,A,25,S,9861.81,1,9861.81,1,0.0,0,0.0,0
20260825,1000000000000363,79625715,0,19,213,A,10,F,9861.81,1,9861.81,1,0.0,0,0.0,0
20260902,1000000000000364,22828128,0,8,206,A,10,F,4668.36,1,4668.36,1,0.0,0,0.0,0
20260825,1000000000000364,22828128,0,3,198,A,25,O,4668.36,1,4668.36,1,0.0,0,0.0,0
20260902,1000000000000365,22330471,0,47,223,B,25,S,18908.92,1,18908.92,1,0.0,0,0.0,0
20260825,1000000000000365,22330471,0,7,234,A,25,S,18908.92,1,18908.92,1,0.0,0,0.0,0
20260902,1000000000000366,58180863,0,22,171,B,2,F,10257.44,1,10257.44,1,0.0,0,0.0,0
20260825,1000000000000366,58180863,0,15,170,B,18,O,10257.44,1,9852.43,1,334.13,1,70.88,1
20260902,1000000000000367,31727977,0,50,225,B,25,S,6692.29,1,6692.29,1,0.0,0,0.0,0
20260825,1000000000000367,31727977,0,18,228,A,18,F,6692.29,1,6692.29,1,0.0,0,0.0,0
20260902,1000000000000368,38022091,0,38,203,A,25,S,13320.04,1,13320.04,1,0.0,0,0.0,0
20260825,1000000000000368,38022091,0,30,246,A,2,O,13320.04,1,13320.04,1,0.0,0,0.0,0
20260902,1000000000000369,92455201,0,20,243,A,2,F,8822.48,1,8822.48,1,0.0,0,0.0,0
20260825,1000000000000369,92455201,0,34,219,B,2,S,8822.48,1,8822.48,1,0.0,0,0.0,0
20260902,1000000000000370,26283037,0,17,235,A,2,S,3578.28,1,3578.28,1,0.0,0,0.0,0
20260825,1000000000000370,26283037,0,28,185,B,2,F,3578.28,1,3578.28,1,0.0,0,0.0,0
20260902,1000000000000371,42797531,4,24,145,D,2,O,7459.78,1,1472.16,1,5600.29,1,387.33,1
20260825,1000000000000371,42797531,4,11,113,C,10,S,7459.78,1,2352.64,1,4489.84,1,617.3,1
20260902,1000000000000372,33264613,0,30,216,A,18,O,9493.93,1,9493.93,1,0.0,0,0.0,0
20260825,1000000000000372,33264613,0,30,189,A,18,F,9493.93,1,9493.93,1,0.0,0,0.0,0
20260902,1000000000000373,66179571,0,43,178,B,10,F,15591.65,1,15591.65,1,0.0,0,0.0,0
20260825,1000000000000373,66179571,0,19,210,B,18,F,15591.65,1,15591.65,1,0.0,0,0.0,0
20260902,1000000000000374,40310459,0,45,193,A,10,F,11522.08,1,11522.08,1,0.0,0,0.0,0
20260825,1000000000000374,40310459,0,44,223,A,2,S,11522.08,1,11522.08,1,0.0,0,0.0,0
20260902,1000000000000375,94737304,0,47,221,A,25,O,23392.96,1,23392.96,1,0.0,0,0.0,0
20260825,1000000000000375,94737304,0,22,185,B,10,F,23392.96,1,23392.96,1,0.0,0,0.0,0
20260902,1000000000000376,66250899,0,19,203,B,2,F,14255.8,1,14255.8,1,0.0,0,0.0,0
20260825,1000000000000376,66250899,0,5,192,A,25,S,14255.8,1,14255.8,1,0.0,0,0.0,0
20260902,1000000000000377,10406906,0,38,193,B,2,F,7875.57,1,7875.57,1,0.0,0,0.0,0
20260825,1000000000000377,10406906,0,48,177,A,25,O,7875.57,1,7875.57,1,0.0,0,0.0,0
20260902,1000000000000378,40930568,0,37,179,A,18,O,10500.63,1,10500.63,1,0.0,0,0.0,0
20260825,1000000000000378,40930568,0,22,190,B,18,F,10500.63,1,10500.63,1,0.0,0,0.0,0
20260902,1000000000000379,97322542,0,31,180,B,25,O,14413.49,1,14413.49,1,0.0,0,0.0,0
20260825,1000000000000379,97322542,0,33,220,A,10,O,14413.49,1,14413.49,1,0.0,0,0.0,0
20260902,1000000000000380,97614538,1,38,126,C,25,S,24756.18,1,15403.88,1,8130.91,1,1221.39,1
20260825,1000000000000380,97614538,1,15,105,C,18,F,24756.18,1,14827.78,1,9763.38,1,165.02,1
20260902,1000000000000381,29068207,0,49,174,A,10,F,13686.41,1,13686.41,1,0.0,0,0.0,0
20260825,1000000000000381,29068207,0,8,202,A,18,F,13686.41,1,13686.41,1,0.0,0,0.0,0
20260902,1000000000000382,37448319,0,50,225,B,18,F,4418.47,1,4418.47,1,0.0,0,0.0,0
20260825,1000000000000382,37448319,0,8,234,A,18,O,4418.47,1,4418.47,1,0.0,0,0.0,0
20260902,1000000000000383,80166551,0,29,249,A,10,S,1099.41,1,1099.41,1,0.0,0,0.0,0
20260825,1000000000000383,80166551,0,18,247,A,25,F,1099.41,1,1099.41,1,0.0,0,0.0,0
20260902,1000000000000384,89509411,0,14,232,B,10,F,6681.7,1,6681.7,1,0.0,0,0.0,0
20260825,1000000000000384,89509411,0,1,172,B,10,F,6681.7,1,6681.7,1,0.0,0,0.0,0
20260902,1000000000000385,99019649,3,7,109,C,18,O,13089.25,1,3833.21,1,8760.07,1,495.97,1
20260825,1000000000000385,99019649,3,18,164,C,10,O,13089.25,1,3828.93,1,8050.71,1,1209.61,1
20260902,1000000000000386,39670530,3,29,145,B,25,O,12030.57,1,3990.32,1,5998.47,1,2041.78,1
20260825,1000000000000386,39670530,3,18,137,B,10,O,12030.57,1,4611.23,1,5480.01,1,1939.33,1
20260902,1000000000000387,73791320,0,30,171,A,2,F,1848.71,1,1848.71,1,0.0,0,0.0,0
20260825,1000000000000387,73791320,0,46,210,A,2,O,1848.71,1,1848.71,1,0.0,0,0.0,0
20260902,1000000000000388,71970673,0,2,239,B,10,F,4959.72,1,4959.72,1,0.0,0,0.0,0
20260825,1000000000000388,71970673,0,39,203,B,2,O,4959.72,1,4769.99,1,124.22,1,65.51,1
20260902,1000000000000389,35573950,0,9,182,B,10,S,4818.34,1,4792.36,1,22.21,1,3.77,1
